time,CO2,TVOC,CH2O,PM2.5,humidity,temperature,PM10,PM1.0,LUX,MCU,noise
13:59:39,462,68,29,17,4279,2605,23,13,794,3566,54
13:59:40,457,65,27,17,4280,2605,23,14,794,3549,54
13:59:41,461,67,28,17,4280,2605,22,13,794,3556,54
13:59:42,460,62,26,16,4281,2606,21,13,794,3552,54
13:59:43,462,71,30,16,4282,2606,19,12,794,3548,54
13:59:44,459,69,29,16,4283,2606,18,11,794,3552,53
13:59:45,458,64,27,15,4284,2606,18,10,792,3556,53
13:59:46,457,69,29,14,4286,2605,18,9,792,3560,54
13:59:47,457,69,29,12,4287,2605,18,7,794,3549,54
13:59:48,459,68,29,10,4290,2606,19,5,792,3560,54
13:59:49,470,67,28,9,4291,2606,19,4,792,3564,54
13:59:50,466,68,29,8,4292,2607,19,4,792,3581,54
13:59:51,470,67,28,8,4291,2608,19,4,792,3573,54
13:59:52,464,68,29,8,4289,2607,19,5,794,3576,53
13:59:53,469,68,29,8,4288,2607,20,5,794,3576,53
13:59:54,475,72,30,8,4286,2606,20,6,792,3541,53
13:59:55,460,71,30,9,4284,2606,21,7,792,3532,53
13:59:56,466,69,29,11,4281,2607,24,9,794,3508,54
13:59:57,465,72,30,14,4279,2606,28,11,698,3518,54
13:59:58,462,70,29,14,4277,2605,28,11,640,3508,54
13:59:59,465,74,31,17,4277,2605,33,12,740,3508,56
14:00:00,461,63,26,18,4277,2605,36,11,736,3514,54
14:00:01,457,66,28,19,4277,2606,35,11,684,3514,54
14:00:02,469,72,30,18,4281,2606,34,11,716,3521,53
14:00:03,476,71,30,17,4293,2606,32,11,764,3510,54
14:00:04,479,64,27,16,4307,2607,30,11,722,3545,55
14:00:05,485,67,28,15,4323,2606,30,11,778,3556,54
14:00:06,486,71,30,15,4336,2607,28,12,780,3566,54
14:00:07,489,75,32,15,4341,2607,28,12,780,3538,53
14:00:08,482,73,31,15,4339,2606,27,12,780,3528,54
14:00:09,481,72,30,14,4331,2606,26,12,780,3541,53
14:00:10,481,72,30,14,4319,2605,25,10,780,3552,54
14:00:11,482,75,32,14,4305,2604,24,10,778,3548,53
14:00:12,473,78,33,14,4295,2603,22,9,778,3545,53
14:00:13,476,72,30,14,4287,2603,22,9,780,3552,58
14:00:14,467,74,31,14,4282,2603,22,9,778,3549,55
14:00:15,466,72,30,14,4278,2604,23,8,778,3545,55
14:00:16,455,69,29,14,4277,2604,24,8,778,3525,54
14:00:17,463,78,33,14,4276,2605,24,9,778,3528,53
14:00:18,459,70,29,14,4275,2605,25,10,780,3538,54
14:00:19,466,74,31,14,4274,2605,26,11,778,3558,54
14:00:20,464,68,29,14,4274,2604,27,12,778,3580,54
14:00:21,464,69,29,14,4274,2604,28,12,778,3580,53
14:00:22,461,71,30,14,4274,2604,30,12,778,3569,53
14:00:23,455,72,30,15,4273,2603,32,12,780,3562,53
14:00:24,462,70,29,15,4272,2603,33,12,778,3545,54
14:00:25,461,72,30,16,4270,2604,34,12,778,3549,54
14:00:26,456,74,31,16,4268,2603,33,12,778,3538,53
14:00:27,455,70,29,16,4265,2603,30,12,778,3545,53
14:00:28,448,69,29,17,4265,2603,29,12,778,3524,53
14:00:29,450,70,29,17,4265,2603,26,12,778,3545,53
14:00:30,450,69,29,17,4265,2603,25,13,778,3532,54
14:00:31,450,69,29,17,4265,2603,23,14,778,3546,54
14:00:32,444,65,27,17,4264,2603,22,15,778,3522,54
14:00:33,446,70,29,17,4264,2602,22,15,778,3540,53
14:00:34,446,61,26,17,4262,2601,23,15,778,3540,53
14:00:35,453,67,28,17,4262,2601,24,15,780,3564,53
14:00:36,449,69,29,17,4262,2601,25,14,778,3557,53
14:00:37,451,67,28,17,4262,2602,26,14,778,3553,53
14:00:38,439,70,29,17,4262,2602,26,13,778,3553,54
14:00:39,444,68,29,17,4263,2602,25,12,778,3538,54
14:00:40,445,68,29,16,4263,2602,25,11,778,3549,54
14:00:41,443,69,29,16,4264,2602,25,11,778,3521,54
14:00:42,449,66,28,16,4264,2602,25,11,778,3521,53
14:00:43,447,70,29,16,4265,2602,26,11,778,3534,54
14:00:44,444,71,30,16,4265,2603,26,12,778,3541,53
14:00:45,446,66,28,16,4265,2602,26,13,778,3556,54
14:00:46,445,71,30,16,4265,2603,27,14,778,3564,53
14:00:47,449,66,28,16,4264,2603,27,15,778,3529,54
14:00:48,442,66,28,16,4265,2602,27,15,780,3538,53
14:00:49,445,69,29,17,4266,2602,26,16,778,3528,54
14:00:50,440,62,26,17,4266,2601,25,16,780,3569,54
14:00:51,448,67,28,17,4268,2602,24,16,778,3562,54
14:00:52,445,65,27,17,4270,2602,24,15,780,3541,54
14:00:53,445,65,27,17,4271,2602,25,14,780,3534,55
14:00:54,443,68,29,18,4273,2602,26,14,778,3538,54
14:00:55,452,70,29,18,4273,2601,26,13,778,3570,53
14:00:56,447,65,27,18,4274,2601,28,14,780,3564,53
14:00:57,445,67,28,18,4274,2601,29,13,778,3553,53
14:00:58,448,65,27,18,4275,2602,31,14,778,3536,55
14:00:59,453,67,28,18,4276,2602,32,14,778,3529,55
14:01:00,445,65,27,18,4275,2602,33,14,778,3533,53
14:01:01,446,66,28,18,4276,2602,31,15,780,3536,54
14:01:02,453,69,29,18,4277,2601,30,15,778,3521,54
14:01:03,457,68,29,18,4277,2602,28,15,778,3530,53
14:01:04,452,69,29,18,4277,2602,27,14,778,3530,53
14:01:05,462,74,31,18,4278,2601,26,14,778,3537,53
14:01:06,454,62,26,18,4279,2601,25,14,778,3544,53
14:01:07,457,70,29,18,4280,2601,24,14,778,3554,53
14:01:08,453,71,30,18,4281,2600,24,14,780,3558,53
14:01:09,453,71,30,18,4281,2600,26,14,778,3580,53
14:01:10,453,70,29,18,4281,2600,27,15,778,3573,54
14:01:11,452,65,27,18,4281,2602,28,14,780,3566,54
14:01:12,458,72,30,18,4281,2602,29,14,780,3545,53
14:01:13,460,67,28,17,4281,2603,28,14,780,3534,53
14:01:14,457,73,31,17,4282,2603,28,13,780,3548,53
14:01:15,457,73,31,16,4283,2602,26,12,780,3548,54
14:01:16,465,67,28,15,4284,2602,23,10,780,3554,53
14:01:17,460,71,30,14,4285,2601,21,9,780,3541,54
14:01:18,462,70,29,13,4284,2601,19,9,780,3541,54
14:01:19,462,73,31,12,4282,2602,19,9,778,3528,54
14:01:20,461,72,30,13,4280,2602,21,11,778,3528,54
14:01:21,466,74,31,14,4277,2603,21,12,778,3549,54
14:01:22,455,73,31,15,4276,2602,22,13,778,3556,54
14:01:23,462,70,29,15,4274,2602,21,13,780,3549,53
14:01:24,465,73,31,15,4275,2601,21,13,780,3556,54
14:01:25,462,73,31,15,4276,2601,22,13,780,3556,54
14:01:26,461,76,32,15,4276,2601,22,13,780,3556,54
14:01:27,455,68,29,16,4278,2601,23,13,778,3569,54
14:01:28,456,68,29,16,4281,2600,24,14,780,3549,54
14:01:29,455,73,31,16,4283,2600,25,15,778,3566,54
14:01:30,459,73,31,16,4284,2600,26,15,780,3560,54
14:01:31,464,72,30,17,4284,2600,28,16,780,3562,54
14:01:32,463,79,33,17,4284,2600,28,15,778,3552,53
14:01:33,455,68,29,17,4284,2600,28,15,780,3562,54
14:01:34,458,71,30,18,4284,2600,29,15,778,3552,54
14:01:35,460,71,30,18,4282,2600,30,14,780,3545,53
14:01:36,455,72,30,18,4282,2601,31,13,780,3513,55
14:01:37,455,72,30,17,4280,2601,31,12,778,3513,54
14:01:38,466,71,30,16,4278,2601,30,10,778,3496,54
14:01:39,460,68,29,15,4276,2601,28,8,780,3528,54
14:01:40,468,75,32,14,4274,2601,26,8,780,3532,54
14:01:41,458,74,31,12,4273,2600,22,7,778,3546,54
14:01:42,458,72,30,11,4272,2600,20,6,778,3549,54
14:01:43,453,68,29,11,4272,2600,18,8,778,3560,53
14:01:44,455,72,30,11,4273,2600,17,9,778,3573,54
14:01:45,451,73,31,11,4273,2600,17,10,780,3560,53
14:01:46,463,76,32,13,4275,2600,18,12,780,3542,54
14:01:47,458,72,30,13,4276,2601,19,12,780,3536,54
14:01:48,460,71,30,14,4276,2601,20,12,780,3536,53
14:01:49,461,72,30,15,4277,2601,21,13,778,3540,53
14:01:50,464,71,30,15,4277,2600,21,13,778,3553,53
14:01:51,455,71,30,15,4275,2601,21,13,778,3546,53
14:01:52,450,69,29,15,4274,2601,21,12,778,3560,54
14:01:53,456,75,32,14,4275,2601,19,11,778,3546,54
14:01:54,455,72,30,12,4276,2601,18,9,778,3542,54
14:01:55,461,72,30,11,4278,2600,17,9,778,3536,53
14:01:56,459,72,30,11,4280,2601,20,10,778,3536,53
14:01:57,458,73,31,13,4281,2600,24,12,778,3542,53
14:01:58,456,65,27,16,4283,2600,31,14,778,3549,53
14:01:59,456,65,27,18,4285,2600,35,14,778,3573,53
14:02:00,459,76,32,18,4287,2599,36,13,778,3573,54
14:02:01,460,77,33,18,4289,2599,36,13,778,3560,53
14:02:02,459,73,31,17,4288,2599,32,12,778,3549,54
14:02:03,453,73,31,16,4288,2599,31,12,778,3542,53
14:02:04,456,73,31,15,4287,2600,30,12,778,3549,53
14:02:05,455,72,30,15,4286,2600,28,12,778,3549,54
14:02:06,462,67,28,14,4286,2600,27,12,778,3562,54
14:02:07,464,68,29,14,4284,2600,28,12,778,3565,53
14:02:08,458,72,30,14,4282,2600,27,11,778,3565,53
14:02:09,458,71,30,14,4281,2600,28,11,778,3558,53
14:02:10,463,75,32,13,4281,2600,28,10,778,3558,53
14:02:11,461,76,32,13,4279,2600,27,9,778,3549,53
14:02:12,455,72,30,13,4278,2600,27,8,778,3542,53
14:02:13,456,74,31,12,4277,2601,27,7,780,3536,53
14:02:14,464,74,31,12,4277,2601,26,8,778,3538,53
14:02:15,461,75,32,12,4277,2601,25,9,778,3542,54
14:02:16,460,73,31,12,4276,2600,23,9,778,3560,54
14:02:17,458,68,29,12,4275,2599,22,10,778,3553,53
14:02:18,464,72,30,12,4274,2599,21,11,778,3556,54
14:02:19,456,72,30,13,4274,2599,22,11,778,3556,53
14:02:20,457,68,29,13,4275,2599,22,11,778,3580,53
14:02:21,457,68,29,13,4276,2599,21,11,778,3586,53
14:02:22,461,73,31,14,4277,2599,22,12,778,3580,54
14:02:23,462,74,31,14,4277,2599,23,12,778,3573,54
14:02:24,460,70,29,14,4276,2599,25,11,778,3570,54
14:02:25,453,71,30,14,4276,2598,26,11,778,3577,54
14:02:26,453,70,29,14,4276,2599,27,10,778,3570,54
14:02:27,463,71,30,15,4277,2599,27,10,778,3553,53
14:02:28,455,71,30,15,4278,2600,26,10,778,3536,54
14:02:29,455,69,29,15,4278,2600,25,12,778,3525,53
14:02:30,462,75,32,15,4279,2600,26,12,778,3532,53
14:02:31,461,78,33,15,4279,2600,26,13,778,3532,53
14:02:32,464,76,32,15,4280,2600,27,14,778,3536,54
14:02:33,460,74,31,16,4281,2600,28,14,778,3536,54
14:02:34,465,74,31,16,4283,2601,28,14,778,3553,53
14:02:35,461,74,31,17,4285,2600,29,15,778,3549,54
14:02:36,455,78,33,17,4286,2599,29,15,778,3566,53
14:02:37,464,71,30,17,4286,2599,28,15,778,3560,53
14:02:38,464,72,30,17,4287,2598,27,15,778,3570,54
14:02:39,462,75,32,17,4286,2599,25,14,780,3557,54
14:02:40,461,75,32,17,4286,2600,22,15,778,3564,53
14:02:41,464,74,31,17,4287,2601,20,15,780,3546,53
14:02:42,464,74,31,17,4287,2600,20,15,778,3536,53
14:02:43,466,75,32,17,4291,2600,20,15,780,3532,54
14:02:44,463,79,33,17,4296,2600,22,16,778,3552,54
14:02:45,477,77,33,17,4300,2600,23,16,780,3576,54
14:02:46,476,74,31,17,4304,2600,23,16,780,3586,68
14:02:47,477,77,33,18,4304,2600,24,16,778,3586,76
14:02:48,469,79,33,18,4302,2599,25,15,780,3576,72
14:02:49,473,78,33,18,4301,2600,25,15,778,3558,73
14:02:50,475,81,34,17,4301,2600,25,14,780,3558,73
14:02:51,465,78,33,17,4299,2601,24,14,778,3558,72
14:02:52,475,79,33,17,4297,2600,23,13,778,3565,71
14:02:53,469,81,34,17,4296,2601,23,13,780,3569,67
14:02:54,467,76,32,17,4295,2602,23,13,780,3580,65
14:02:55,463,76,32,17,4292,2601,24,13,780,3560,62
14:02:56,463,78,33,17,4290,2601,24,13,778,3560,60
14:02:57,460,74,31,16,4287,2601,24,12,778,3560,58
14:02:58,464,80,34,16,4284,2600,24,12,778,3570,55
14:02:59,465,80,34,16,4282,2600,25,10,778,3570,54
14:03:00,467,83,35,16,4280,2600,26,10,778,3560,53
14:03:01,467,83,35,16,4278,2600,28,9,778,3566,54
14:03:02,457,74,31,16,4276,2600,30,9,780,3566,54
14:03:03,462,78,33,16,4274,2599,32,10,778,3557,54
14:03:04,459,75,32,16,4272,2599,32,10,778,3550,54
14:03:05,460,78,33,16,4270,2598,33,11,778,3557,53
14:03:06,456,74,31,16,4269,2599,33,11,778,3560,53
14:03:07,457,70,29,17,4269,2598,32,12,778,3562,54
14:03:08,465,78,33,17,4268,2599,30,13,778,3558,53
14:03:09,451,71,30,17,4269,2599,30,14,778,3562,53
14:03:10,453,77,33,17,4270,2599,29,15,778,3566,54
14:03:11,461,75,32,17,4272,2599,29,15,778,3546,54
14:03:12,457,78,33,18,4272,2599,29,15,778,3546,54
14:03:13,462,74,31,18,4275,2599,30,16,778,3549,53
14:03:14,456,74,31,18,4277,2599,31,16,778,3549,54
14:03:15,462,80,34,19,4280,2599,32,18,778,3573,53
14:03:16,459,78,33,19,4283,2599,33,19,778,3577,54
14:03:17,461,75,32,19,4287,2599,33,18,778,3584,54
14:03:18,470,79,33,20,4291,2600,33,18,778,3577,54
14:03:19,472,71,30,20,4294,2600,34,17,778,3577,53
14:03:20,474,73,31,20,4294,2599,35,17,778,3570,54
14:03:21,472,77,33,20,4294,2599,35,16,778,3564,54
14:03:22,472,79,33,20,4292,2598,36,16,778,3553,54
14:03:23,472,79,33,20,4290,2598,37,17,778,3560,54
14:03:24,473,75,32,21,4291,2598,38,17,778,3566,54
14:03:25,467,81,34,21,4293,2598,41,20,778,3584,53
14:03:26,476,76,32,22,4297,2599,41,20,778,3570,54
14:03:27,472,78,33,23,4302,2599,41,21,778,3570,54
14:03:28,478,81,34,25,4306,2600,44,24,778,3557,54
14:03:29,479,77,33,28,4308,2599,48,26,778,3557,53
14:03:30,484,81,34,30,4308,2599,52,26,778,3553,53
14:03:31,478,82,35,32,4307,2599,56,27,778,3553,53
14:03:32,476,80,34,33,4305,2597,55,25,778,3560,53
14:03:33,478,79,33,33,4302,2598,51,25,778,3564,54
14:03:34,483,79,33,33,4302,2598,50,27,778,3564,53
14:03:35,482,84,36,33,4301,2598,47,29,778,3560,54
14:03:36,479,86,36,33,4300,2598,45,30,778,3553,54
14:03:37,476,79,33,33,4299,2598,45,30,778,3553,53
14:03:38,479,77,33,32,4297,2599,46,28,778,3557,54
14:03:39,471,84,36,32,4293,2598,48,27,778,3560,53
14:03:40,477,82,35,32,4290,2599,51,27,778,3566,54
14:03:41,473,82,35,32,4287,2601,54,28,778,3569,53
14:03:42,473,82,35,33,4286,2601,56,29,778,3580,54
14:03:43,467,80,34,34,4285,2601,59,30,778,3573,53
14:03:44,469,74,31,35,4285,2600,63,32,778,3566,54
14:03:45,469,74,31,36,4285,2599,68,34,778,3549,54
14:03:46,474,80,34,38,4283,2599,70,36,778,3562,55
14:03:47,468,75,32,40,4282,2599,73,39,778,3562,53
14:03:48,466,80,34,41,4281,2599,76,40,778,3586,54
14:03:49,472,82,35,43,4281,2599,79,41,778,3573,53
14:03:50,470,83,35,45,4280,2598,83,42,778,3566,53
14:03:51,474,83,35,46,4279,2598,86,41,778,3566,54
14:03:52,466,83,35,48,4279,2599,88,41,778,3580,54
14:03:53,457,74,31,49,4279,2599,92,42,778,3597,54
14:03:54,462,79,33,50,4279,2599,97,42,778,3566,53
14:03:55,465,76,32,52,4279,2599,104,43,778,3566,53
14:03:56,465,85,36,53,4279,2599,107,45,778,3566,53
14:03:57,464,80,34,54,4279,2598,109,47,778,3566,53
14:03:58,469,82,35,55,4280,2598,111,50,778,3590,53
14:03:59,465,81,34,57,4280,2598,114,54,778,3573,53
14:04:00,465,77,33,59,4282,2598,119,57,778,3566,54
14:04:01,468,81,34,61,4285,2599,121,60,778,3556,54
14:04:02,471,78,33,64,4289,2599,122,62,778,3577,54
14:04:03,477,77,33,66,4295,2599,120,64,778,3573,54
14:04:04,480,80,34,67,4302,2599,118,65,778,3584,54
14:04:05,483,76,32,69,4307,2600,119,67,778,3580,54
14:04:06,483,76,32,71,4311,2600,120,68,778,3584,54
14:04:07,484,86,36,72,4312,2600,119,67,778,3590,54
14:04:08,484,85,36,72,4311,2600,117,64,778,3594,54
14:04:09,485,86,36,72,4309,2600,114,58,778,3601,54
14:04:10,486,82,35,71,4307,2599,110,51,778,3601,54
14:04:11,477,84,36,70,4305,2599,107,45,778,3584,54
14:04:12,482,83,35,69,4304,2599,107,38,778,3566,54
14:04:13,485,83,35,64,4302,2599,102,34,778,3556,53
14:04:14,487,82,35,58,4301,2599,93,30,778,3562,54
14:04:15,484,84,36,53,4301,2599,86,29,778,3586,53
14:04:16,482,86,36,47,4301,2599,79,29,778,3597,53
14:04:17,486,86,36,45,4301,2599,79,31,778,3597,53
14:04:18,478,82,35,46,4300,2599,84,35,778,3601,53
14:04:19,476,87,37,47,4300,2599,88,39,778,3601,55
14:04:20,481,84,36,49,4299,2599,92,42,778,3581,55
14:04:21,480,83,35,51,4299,2599,95,44,778,3560,54
14:04:22,479,82,35,52,4299,2599,94,45,778,3546,53
14:04:23,486,81,34,53,4297,2600,97,45,778,3560,53
14:04:24,484,85,36,54,4295,2600,100,46,778,3570,54
14:04:25,483,85,36,56,4293,2600,102,48,778,3577,53
14:04:26,478,81,34,57,4291,2600,108,49,778,3564,54
14:04:27,478,86,36,59,4290,2600,111,50,778,3570,53
14:04:28,478,86,36,61,4290,2600,117,51,778,3553,54
14:04:29,485,85,36,63,4290,2600,123,53,778,3549,54
14:04:30,480,84,36,66,4290,2600,128,58,778,3556,53
14:04:31,478,84,36,69,4290,2600,132,62,778,3573,53
14:04:32,473,87,37,71,4289,2600,133,66,778,3590,53
14:04:33,479,83,35,74,4290,2601,133,70,778,3584,53
14:04:34,482,86,36,76,4290,2601,133,73,778,3573,53
14:04:35,479,87,37,79,4291,2601,135,77,778,3573,54
14:04:36,474,86,36,82,4291,2602,139,80,778,3573,54
14:04:37,475,85,36,85,4292,2602,143,83,778,3584,53
14:04:38,478,86,36,88,4292,2603,149,86,778,3573,54
14:04:39,473,88,37,91,4292,2603,153,89,778,3573,54
14:04:40,479,84,36,93,4292,2602,158,91,778,3566,63
14:04:41,479,82,35,96,4291,2601,165,92,778,3566,59
14:04:42,478,89,38,97,4289,2601,166,91,778,3574,53
14:04:43,475,90,38,99,4288,2600,166,89,778,3574,54
14:04:44,481,93,39,100,4287,2600,165,87,778,3593,53
14:04:45,486,83,35,100,4286,2601,163,84,778,3600,53
14:04:46,476,85,36,101,4285,2601,160,82,778,3625,54
14:04:47,478,86,36,101,4284,2602,158,81,778,3606,54
14:04:48,471,84,36,102,4283,2602,156,83,778,3589,53
14:04:49,480,87,37,102,4282,2603,152,85,778,3570,53
14:04:50,480,87,37,103,4282,2605,153,86,778,3577,53
14:04:51,476,85,36,103,4282,2604,154,87,778,3580,54
14:04:52,475,86,36,103,4283,2604,155,85,778,3580,54
14:04:53,471,84,36,104,4285,2603,159,84,778,3573,54
14:04:54,478,86,36,104,4286,2602,161,83,778,3577,53
14:04:55,473,86,36,104,4287,2602,163,82,778,3570,53
14:04:56,467,80,34,104,4288,2602,165,82,778,3570,53
14:04:57,474,84,36,104,4287,2603,165,81,778,3570,53
14:04:58,474,80,34,104,4287,2604,164,80,778,3573,55
14:04:59,477,84,36,103,4287,2605,163,78,778,3566,54
14:05:00,473,85,36,103,4287,2604,162,75,780,3573,54
14:05:01,472,89,38,102,4287,2604,157,73,778,3573,54
14:05:02,470,83,35,101,4287,2604,155,72,778,3560,53
14:05:03,472,86,36,100,4287,2605,149,71,778,3566,54
14:05:04,476,89,38,99,4287,2605,146,70,778,3573,53
14:05:05,469,82,35,98,4287,2606,143,69,778,3577,54
14:05:06,472,84,36,97,4287,2607,140,69,778,3560,54
14:05:07,481,87,37,96,4287,2606,138,70,778,3560,54
14:05:08,471,87,37,95,4287,2605,135,72,778,3580,53
14:05:09,474,90,38,95,4285,2605,133,73,778,3590,54
14:05:10,475,84,36,94,4283,2605,130,75,778,3594,54
14:05:11,474,89,38,94,4280,2605,129,76,778,3581,54
14:05:12,474,89,38,94,4276,2606,131,77,778,3592,53
14:05:13,475,83,35,94,4273,2605,134,80,778,3574,54
14:05:14,471,83,35,94,4269,2604,139,82,778,3581,53
14:05:15,473,90,38,94,4267,2604,147,82,778,3577,54
14:05:16,471,84,36,95,4266,2603,156,84,778,3577,53
14:05:17,473,87,37,97,4265,2604,167,88,778,3588,53
14:05:18,470,84,36,98,4265,2604,176,91,778,3588,54
14:05:19,464,86,36,100,4265,2604,185,93,778,3581,53
14:05:20,471,86,36,103,4265,2606,191,94,778,3570,53
14:05:21,469,84,36,104,4266,2605,193,93,778,3568,53
14:05:22,462,85,36,106,4267,2606,198,93,778,3568,53
14:05:23,467,86,36,108,4267,2606,199,92,778,3568,54
14:05:24,473,88,37,110,4266,2605,202,93,778,3568,54
14:05:25,474,88,37,111,4267,2603,203,93,780,3553,53
14:05:26,470,87,37,112,4267,2603,207,93,780,3566,54
14:05:27,468,87,37,114,4266,2602,212,93,778,3560,53
14:05:28,469,85,36,115,4267,2603,214,93,778,3577,53
14:05:29,472,86,36,116,4266,2604,218,93,778,3564,53
14:05:30,471,82,35,117,4267,2604,217,92,778,3570,54
14:05:31,467,83,35,118,4268,2604,215,94,778,3574,53
14:05:32,467,86,36,119,4269,2603,211,94,778,3588,53
14:05:33,478,86,36,119,4271,2603,204,92,778,3588,54
14:05:34,478,86,36,119,4273,2602,196,91,778,3584,55
14:05:35,479,87,37,118,4274,2603,192,89,778,3581,54
14:05:36,477,87,37,118,4274,2604,190,88,780,3581,54
14:05:37,482,89,38,118,4273,2604,188,91,780,3592,53
14:05:38,467,88,37,118,4272,2604,189,96,780,3594,53
14:05:39,469,85,36,118,4271,2604,188,99,780,3588,53
14:05:40,484,90,38,118,4271,2606,187,101,780,3570,53
14:05:41,474,84,36,118,4271,2606,190,102,778,3574,53
14:05:42,472,84,36,119,4271,2606,193,99,778,3578,53
14:05:43,474,86,36,119,4270,2606,191,98,778,3578,54
14:05:44,480,87,37,119,4269,2604,190,96,778,3574,53
14:05:45,472,91,39,119,4269,2604,187,93,778,3574,54
14:05:46,481,89,38,118,4270,2604,184,89,778,3584,54
14:05:47,475,92,39,118,4269,2604,185,87,778,3584,53
14:05:48,473,87,37,117,4270,2604,186,83,778,3590,53
14:05:49,471,90,38,117,4271,2604,186,81,778,3584,55
14:05:50,472,92,39,116,4270,2604,186,80,778,3597,54
14:05:51,480,90,38,115,4270,2605,185,79,778,3590,53
14:05:52,468,85,36,114,4271,2606,184,78,778,3584,54
14:05:53,472,86,36,113,4270,2606,185,79,778,3570,54
14:05:54,476,87,37,113,4271,2606,185,81,778,3564,53
14:05:55,476,94,40,112,4272,2606,183,83,778,3574,54
14:05:56,476,94,40,112,4272,2606,182,86,778,3581,53
14:05:57,483,92,39,112,4273,2607,178,87,780,3574,54
14:05:58,482,91,39,112,4273,2608,176,88,780,3577,54
14:05:59,477,86,36,112,4274,2608,176,89,780,3564,54
14:06:00,479,97,41,112,4274,2608,179,90,780,3577,56
14:06:01,482,92,39,112,4273,2607,182,90,780,3564,56
14:06:02,481,91,39,112,4271,2608,183,89,780,3584,54
14:06:03,470,89,38,111,4269,2607,183,86,780,3590,54
14:06:04,480,92,39,111,4268,2607,183,81,778,3597,54
14:06:05,469,89,38,110,4267,2607,184,79,778,3577,53
14:06:06,478,92,39,110,4267,2607,184,80,778,3577,53
14:06:07,470,86,36,110,4267,2606,183,81,778,3570,55
14:06:08,474,84,36,109,4267,2607,177,82,778,3570,54
14:06:09,468,87,37,109,4268,2607,172,83,778,3594,54
14:06:10,478,90,38,109,4268,2608,170,84,778,3594,53
14:06:11,476,90,38,109,4269,2609,169,84,778,3588,53
14:06:12,475,95,40,109,4269,2609,171,86,780,3570,54
14:06:13,467,93,39,109,4268,2609,172,87,778,3570,54
14:06:14,478,94,40,110,4268,2608,174,88,778,3577,53
14:06:15,469,84,36,110,4267,2608,178,89,778,3590,53
14:06:16,470,91,39,111,4268,2608,185,88,778,3597,54
14:06:17,470,91,39,112,4267,2607,192,86,778,3590,53
14:06:18,475,93,39,112,4265,2608,197,83,778,3584,54
14:06:19,472,83,35,113,4264,2607,199,82,778,3564,53
14:06:20,474,90,38,113,4262,2608,198,83,780,3577,54
14:06:21,464,90,38,113,4262,2608,194,86,778,3570,53
14:06:22,469,89,38,113,4262,2607,189,87,780,3570,54
14:06:23,468,90,38,113,4262,2608,184,87,778,3564,54
14:06:24,470,88,37,113,4262,2609,179,86,780,3557,54
14:06:25,473,88,37,113,4262,2609,175,87,778,3566,53
14:06:26,473,90,38,112,4261,2609,172,88,778,3566,53
14:06:27,476,98,42,112,4261,2608,170,88,778,3586,54
14:06:28,472,94,40,111,4261,2608,168,86,778,3586,54
14:06:29,474,94,40,110,4261,2606,167,82,778,3584,54
14:06:30,466,91,39,109,4262,2606,169,80,778,3590,53
14:06:31,473,93,39,107,4263,2607,169,78,778,3590,53
14:06:32,472,88,37,106,4264,2607,166,76,778,3590,53
14:06:33,472,94,40,105,4264,2608,162,75,778,3570,53
14:06:34,469,89,38,103,4262,2608,157,74,778,3564,54
14:06:35,473,94,40,102,4261,2608,152,73,778,3577,53
14:06:36,468,93,39,100,4260,2608,149,72,780,3590,53
14:06:37,470,90,38,99,4259,2608,147,71,780,3597,54
14:06:38,469,88,37,98,4260,2608,144,70,778,3573,54
14:06:39,469,88,37,96,4259,2606,142,69,778,3566,53
14:06:40,472,91,39,95,4258,2606,140,68,778,3553,53
14:06:41,469,90,38,94,4258,2605,137,67,778,3564,56
14:06:42,464,85,36,93,4257,2606,135,66,778,3574,53
14:06:43,465,90,38,92,4257,2607,132,66,778,3568,54
14:06:44,471,91,39,91,4257,2607,131,65,778,3568,54
14:06:45,472,91,39,90,4257,2607,130,65,778,3550,53
14:06:46,467,86,36,89,4258,2607,131,66,778,3570,54
14:06:47,467,86,36,89,4259,2608,131,66,780,3564,53
14:06:48,467,88,37,88,4259,2607,133,65,778,3564,58
14:06:49,470,91,39,87,4261,2608,135,63,780,3544,54
14:06:50,471,92,39,86,4261,2608,137,62,780,3544,55
14:06:51,467,90,38,86,4261,2610,140,61,778,3544,55
14:06:52,476,90,38,85,4261,2608,141,61,778,3564,54
14:06:53,474,91,39,85,4262,2609,140,61,778,3588,54
14:06:54,469,87,37,84,4262,2610,138,62,778,3601,53
14:06:55,478,92,39,84,4263,2609,138,62,778,3588,55
14:06:56,474,92,39,84,4264,2609,135,62,778,3570,54
14:06:57,467,92,39,84,4264,2609,134,63,778,3574,54
14:06:58,471,88,37,84,4264,2609,134,63,778,3588,53
14:06:59,477,90,38,84,4265,2610,133,65,778,3601,53
14:07:00,477,90,38,84,4265,2610,134,66,778,3590,54
14:07:01,473,93,39,84,4265,2611,137,68,778,3577,53
14:07:02,478,96,41,85,4265,2610,139,68,778,3570,53
14:07:03,467,89,38,85,4264,2611,141,68,780,3584,54
14:07:04,467,90,38,85,4262,2611,142,68,780,3597,54
14:07:05,476,90,38,86,4260,2611,143,67,780,3593,54
14:07:06,471,96,41,86,4259,2612,142,66,778,3573,54
14:07:07,467,89,38,86,4258,2612,141,65,780,3566,53
