time,CO2,TVOC,CH2O,PM2.5,humidity,temperature,PM10,PM1.0,LUX,MCU,noise
14:33:54,482,98,42,44,4175,2648,80,37,778,3620,53
14:33:55,479,89,38,44,4175,2649,78,36,778,3628,53
14:33:56,483,98,42,44,4175,2649,77,34,778,3606,53
14:33:57,483,97,41,44,4176,2648,76,31,778,3614,53
14:33:58,478,91,39,44,4176,2648,76,28,778,3606,53
14:33:59,485,95,40,43,4176,2648,77,25,778,3617,53
14:34:00,480,93,39,42,4176,2648,77,24,778,3613,54
14:34:01,486,90,38,41,4175,2649,77,24,778,3613,53
14:34:02,486,90,38,41,4175,2649,76,23,778,3609,53
14:34:03,486,92,39,40,4175,2648,76,23,778,3594,53
14:34:04,486,91,39,40,4175,2649,76,24,778,3590,53
14:34:05,483,92,39,40,4175,2649,76,28,778,3601,53
14:34:06,483,86,36,40,4174,2649,75,32,778,3612,53
14:34:07,477,90,38,41,4174,2649,75,34,778,3612,53
14:34:08,482,93,39,41,4174,2649,75,36,778,3609,53
14:34:09,482,93,39,42,4175,2649,75,36,778,3617,53
14:34:10,481,92,39,42,4176,2650,76,36,778,3604,53
14:34:11,478,92,39,43,4175,2650,78,36,778,3606,53
14:34:12,479,91,39,43,4174,2650,80,36,778,3581,53
14:34:13,483,94,40,44,4174,2650,84,34,778,3581,53
14:34:14,478,99,42,44,4173,2650,85,32,778,3588,53
14:34:15,477,97,41,44,4172,2650,86,32,778,3581,53
14:34:16,475,92,39,44,4172,2650,85,33,778,3592,52
14:34:17,472,98,42,44,4171,2650,83,33,778,3598,53
14:34:18,475,96,41,44,4170,2651,81,34,778,3588,54
14:34:19,462,90,38,44,4169,2650,80,34,778,3588,53
14:34:20,470,91,39,44,4168,2650,78,34,778,3588,53
14:34:21,473,91,39,44,4167,2650,74,35,778,3598,53
14:34:22,471,93,39,44,4166,2650,72,36,778,3613,53
14:34:23,471,93,39,44,4166,2651,69,36,778,3610,52
14:34:24,478,92,39,44,4165,2651,66,34,778,3606,53
14:34:25,474,89,38,43,4164,2651,65,34,778,3588,53
14:34:26,470,89,38,43,4163,2650,64,33,778,3590,53
14:34:27,471,91,39,43,4162,2650,61,31,778,3597,53
14:34:28,468,88,37,42,4161,2650,59,30,778,3601,53
14:34:29,470,93,39,42,4161,2650,57,30,778,3598,53
14:34:30,470,88,37,41,4160,2651,54,29,778,3589,53
14:34:31,464,88,37,40,4160,2651,52,29,778,3578,53
14:34:32,467,89,38,39,4160,2651,52,29,778,3585,53
14:34:33,474,92,39,39,4160,2652,53,30,778,3598,53
14:34:34,468,87,37,39,4160,2652,54,32,778,3598,53
14:34:35,473,90,38,39,4160,2652,55,34,778,3616,53
14:34:36,469,91,39,39,4160,2651,56,36,778,3609,53
14:34:37,477,90,38,39,4159,2651,57,38,778,3602,52
14:34:38,480,90,38,40,4158,2651,59,38,778,3598,53
14:34:39,478,93,39,40,4156,2650,61,38,778,3601,53
14:34:40,474,92,39,41,4157,2650,62,39,778,3597,52
14:34:41,484,96,41,41,4156,2651,63,38,778,3601,53
14:34:42,474,91,39,41,4156,2650,63,37,778,3605,53
14:34:43,471,89,38,41,4155,2651,62,36,778,3612,53
14:34:44,469,91,39,41,4154,2650,61,35,778,3612,53
14:34:45,469,91,39,41,4154,2650,59,34,778,3601,53
14:34:46,471,87,37,40,4152,2650,58,33,778,3588,53
14:34:47,470,91,39,40,4151,2651,57,31,778,3581,54
14:34:48,472,89,38,40,4150,2651,56,29,778,3588,53
14:34:49,477,92,39,39,4149,2651,55,28,778,3609,53
14:34:50,462,82,35,39,4150,2651,55,26,778,3609,54
14:34:51,464,90,38,38,4150,2651,54,25,778,3606,54
14:34:52,470,88,37,36,4150,2650,52,23,778,3610,53
14:34:53,469,87,37,33,4150,2650,49,21,778,3625,53
14:34:54,472,92,39,30,4149,2651,48,20,778,3640,53
14:34:55,464,86,36,28,4149,2651,45,19,778,3618,53
14:34:56,466,88,37,27,4149,2651,45,21,778,3618,53
14:34:57,470,81,34,27,4149,2651,45,21,778,3618,53
14:34:58,466,91,39,28,4147,2650,47,23,778,3610,54
14:34:59,465,87,37,28,4146,2650,47,23,778,3613,53
14:35:00,461,83,35,29,4145,2650,48,23,778,3613,53
14:35:01,464,84,36,29,4145,2650,49,24,778,3600,53
14:35:02,467,85,36,29,4145,2650,49,24,778,3586,53
14:35:03,462,82,35,30,4145,2649,50,25,778,3574,53
14:35:04,461,86,36,30,4145,2650,53,26,778,3584,53
14:35:05,462,81,34,31,4145,2650,54,27,778,3597,54
14:35:06,465,84,36,32,4146,2651,53,28,778,3594,52
14:35:07,465,84,36,32,4146,2651,52,30,778,3606,53
14:35:08,465,84,36,33,4147,2650,51,31,778,3617,52
14:35:09,473,83,35,33,4147,2650,49,31,778,3624,53
14:35:10,467,84,36,33,4147,2650,47,32,778,3620,53
14:35:11,460,80,34,34,4148,2650,46,32,778,3602,53
14:35:12,457,79,33,34,4148,2651,44,33,778,3585,53
14:35:13,461,80,34,34,4149,2651,43,33,778,3570,53
14:35:14,464,79,33,35,4150,2651,43,33,778,3577,53
14:35:15,461,82,35,35,4150,2651,44,34,778,3590,53
14:35:16,457,79,33,36,4152,2651,45,34,778,3609,53
14:35:17,461,84,36,37,4153,2652,45,35,778,3616,53
14:35:18,467,86,36,37,4153,2652,45,35,778,3616,54
14:35:19,465,80,34,37,4153,2651,46,35,778,3620,53
14:35:20,457,82,35,37,4154,2651,48,34,778,3601,53
14:35:21,467,80,34,37,4155,2651,50,31,778,3601,54
14:35:22,459,78,33,37,4155,2651,52,29,778,3590,53
14:35:23,459,82,35,37,4156,2651,54,27,778,3609,53
14:35:24,463,80,34,36,4157,2651,54,24,778,3596,53
14:35:25,463,80,34,36,4157,2650,54,24,778,3596,53
14:35:26,460,82,35,36,4157,2650,53,24,778,3577,53
14:35:27,459,80,34,36,4156,2651,53,26,778,3590,56
14:35:28,456,77,33,36,4155,2651,51,28,778,3584,54
14:35:29,463,80,34,36,4154,2651,50,30,778,3594,53
14:35:30,468,77,33,36,4154,2652,48,31,778,3588,53
14:35:31,466,83,35,36,4153,2650,47,32,778,3588,53
14:35:32,459,81,34,36,4152,2650,48,33,778,3577,53
14:35:33,465,80,34,36,4151,2650,51,33,778,3584,53
14:35:34,462,81,34,36,4150,2651,54,32,778,3594,54
14:35:35,462,82,35,36,4148,2651,58,31,778,3601,53
14:35:36,462,86,36,37,4148,2651,60,29,778,3601,53
14:35:37,461,78,33,36,4146,2652,62,27,778,3594,53
14:35:38,458,80,34,36,4144,2651,62,27,778,3590,53
14:35:39,466,87,37,36,4142,2651,63,25,778,3598,53
14:35:40,459,76,32,36,4141,2651,64,24,778,3617,53
14:35:41,454,79,33,35,4142,2651,63,22,778,3624,53
14:35:42,464,79,33,35,4141,2652,63,22,778,3620,53
14:35:43,462,80,34,35,4140,2652,61,20,778,3608,52
14:35:44,458,79,33,34,4139,2653,59,19,778,3601,53
14:35:45,456,78,33,34,4137,2652,57,19,778,3594,53
14:35:46,466,82,35,33,4137,2652,56,19,778,3594,54
14:35:47,466,82,35,33,4135,2652,55,19,778,3588,53
14:35:48,451,79,33,32,4134,2652,54,19,778,3584,53
14:35:49,456,82,35,32,4133,2653,53,18,778,3577,54
14:35:50,460,84,36,30,4132,2652,50,18,778,3594,53
14:35:51,458,79,33,27,4132,2653,45,17,778,3594,54
14:35:52,463,79,33,25,4132,2653,42,17,778,3601,54
14:35:53,449,78,33,23,4132,2653,40,17,778,3597,54
14:35:54,456,79,33,23,4132,2653,41,19,778,3597,53
14:35:55,457,77,33,25,4132,2652,45,22,778,3573,53
14:35:56,457,77,33,28,4132,2652,50,26,778,3566,53
14:35:57,455,70,29,31,4132,2652,54,28,778,3573,53
14:35:58,459,76,32,34,4132,2652,57,29,778,3573,53
14:35:59,465,74,31,35,4134,2652,58,29,778,3584,53
14:36:00,459,78,33,36,4134,2650,57,28,778,3584,54
14:36:01,459,77,33,36,4135,2651,56,27,778,3577,53
14:36:02,458,76,32,35,4136,2650,54,26,778,3594,53
14:36:03,456,80,34,35,4136,2650,52,25,778,3594,53
14:36:04,460,79,33,34,4137,2652,52,25,778,3588,53
14:36:05,455,80,34,34,4137,2652,51,25,778,3577,53
14:36:06,461,75,32,33,4137,2652,50,25,778,3588,53
14:36:07,461,77,33,33,4138,2652,49,25,778,3598,53
14:36:08,458,76,32,32,4138,2651,47,25,778,3598,53
14:36:09,458,76,32,32,4138,2651,46,25,778,3606,53
14:36:10,451,76,32,31,4139,2652,45,24,778,3596,53
14:36:11,458,77,33,31,4139,2652,44,25,778,3606,53
14:36:12,451,72,30,31,4140,2653,44,24,778,3574,53
14:36:13,452,76,32,31,4139,2652,43,24,778,3588,53
14:36:14,455,76,32,30,4139,2652,44,24,778,3584,53
14:36:15,458,78,33,30,4139,2652,46,24,778,3597,53
14:36:16,459,81,34,30,4139,2653,49,24,778,3601,52
14:36:17,457,81,34,30,4138,2653,51,22,778,3594,53
14:36:18,456,68,29,30,4138,2652,53,21,778,3598,53
14:36:19,458,77,33,30,4137,2652,53,21,778,3592,53
14:36:20,454,70,29,29,4137,2652,51,20,778,3592,53
14:36:21,457,77,33,29,4136,2652,51,20,778,3596,53
14:36:22,457,74,31,29,4136,2652,50,20,778,3598,53
14:36:23,460,81,34,28,4136,2652,48,19,778,3613,52
14:36:24,456,79,33,28,4136,2652,45,18,778,3616,54
14:36:25,450,77,33,27,4137,2652,42,19,778,3613,53
14:36:26,455,75,32,27,4137,2652,38,19,778,3598,53
14:36:27,451,73,31,26,4137,2652,38,18,778,3602,53
14:36:28,454,77,33,26,4138,2653,38,18,778,3617,53
14:36:29,449,79,33,25,4138,2652,38,18,778,3620,53
14:36:30,450,73,31,25,4139,2652,39,18,778,3609,53
14:36:31,450,73,31,25,4139,2653,38,19,778,3577,53
14:36:32,455,75,32,25,4139,2652,40,19,778,3581,52
14:36:33,448,74,31,25,4141,2653,41,20,778,3578,53
14:36:34,449,73,31,25,4142,2653,45,21,778,3589,53
14:36:35,449,79,33,25,4143,2653,47,21,778,3585,53
14:36:36,457,78,33,25,4143,2653,49,22,778,3594,53
14:36:37,456,79,33,25,4143,2653,50,22,778,3597,53
14:36:38,449,71,30,25,4143,2653,50,22,778,3584,53
14:36:39,452,75,32,25,4142,2652,50,23,778,3581,53
14:36:40,451,76,32,26,4142,2653,49,24,778,3585,53
14:36:41,460,79,33,26,4142,2653,48,24,778,3592,53
14:36:42,454,78,33,26,4142,2653,46,23,778,3592,53
14:36:43,457,76,32,27,4142,2654,46,24,778,3588,52
14:36:44,458,79,33,27,4142,2654,45,25,778,3584,53
14:36:45,459,80,34,28,4142,2654,46,25,778,3566,53
14:36:46,453,80,34,29,4140,2653,48,26,778,3573,53
14:36:47,454,76,32,29,4139,2652,50,24,778,3577,53
14:36:48,456,78,33,29,4138,2653,52,23,778,3588,53
14:36:49,458,75,32,30,4137,2653,54,23,778,3600,53
14:36:50,456,76,32,30,4136,2653,56,24,778,3589,53
14:36:51,457,70,29,30,4135,2653,56,24,778,3602,53
14:36:52,457,70,29,30,4134,2652,55,23,778,3584,53
14:36:53,457,76,32,30,4134,2653,54,23,778,3590,53
14:36:54,452,76,32,30,4134,2653,53,23,778,3613,53
14:36:55,451,75,32,30,4133,2654,52,24,778,3632,53
14:36:56,458,75,32,30,4132,2653,51,25,778,3642,54
14:36:57,456,73,31,30,4131,2653,50,24,778,3632,53
14:36:58,446,79,33,29,4131,2653,49,23,778,3620,53
14:36:59,448,75,32,29,4131,2654,47,21,778,3628,53
14:37:00,447,73,31,29,4131,2654,47,20,778,3620,53
14:37:01,444,71,30,28,4131,2654,46,20,778,3617,52
14:37:02,441,74,31,28,4131,2653,45,19,778,3598,53
14:37:03,454,74,31,28,4131,2653,44,20,778,3598,53
14:37:04,449,77,33,28,4133,2653,47,21,778,3606,53
14:37:05,443,66,28,28,4133,2654,49,23,778,3613,53
14:37:06,447,68,29,28,4134,2654,51,24,778,3632,53
14:37:07,448,68,29,28,4134,2654,54,25,778,3613,53
14:37:08,455,71,30,28,4135,2654,54,25,778,3602,53
14:37:09,454,71,30,29,4135,2653,54,24,778,3590,53
14:37:10,453,69,29,29,4135,2653,53,23,778,3590,54
14:37:11,455,68,29,29,4136,2653,52,22,778,3594,53
14:37:12,458,72,30,27,4137,2653,47,20,778,3610,53
14:37:13,444,68,29,25,4137,2653,43,18,778,3604,53
14:37:14,444,68,29,23,4137,2653,37,16,778,3606,53
14:37:15,459,69,29,20,4136,2653,31,14,778,3594,53
14:37:16,453,70,29,18,4136,2653,27,13,778,3594,53
14:37:17,460,75,32,17,4136,2653,25,13,778,3581,53
14:37:18,456,73,31,17,4135,2653,24,14,778,3577,53
14:37:19,455,72,30,17,4136,2653,24,15,778,3590,53
14:37:20,455,74,31,18,4135,2654,26,17,778,3604,53
14:37:21,448,71,30,19,4135,2654,28,18,778,3608,53
14:37:22,449,69,29,20,4135,2655,29,19,778,3584,53
14:37:23,459,73,31,20,4136,2655,31,20,778,3584,53
14:37:24,455,69,29,21,4137,2655,34,20,778,3560,53
14:37:25,450,70,29,22,4137,2655,37,21,778,3560,53
14:37:26,452,74,31,23,4137,2655,39,21,778,3577,52
14:37:27,451,71,30,23,4137,2654,41,22,778,3568,53
14:37:28,445,69,29,24,4136,2653,42,23,778,3581,53
14:37:29,453,65,27,24,4135,2653,43,24,778,3588,53
14:37:30,456,72,30,25,4134,2653,43,24,778,3594,53
14:37:31,457,75,32,25,4134,2654,43,24,778,3598,53
14:37:32,450,76,32,25,4134,2654,43,23,778,3610,53
14:37:33,448,74,31,26,4133,2653,42,22,778,3600,53
14:37:34,448,74,31,26,4133,2653,43,21,778,3589,53
14:37:35,454,72,30,26,4133,2654,44,21,778,3577,53
14:37:36,454,72,30,26,4133,2654,44,21,778,3594,53
14:37:37,441,70,29,26,4133,2654,44,20,778,3608,53
14:37:38,446,77,33,26,4133,2654,44,19,778,3605,53
14:37:39,442,70,29,26,4133,2654,44,18,778,3601,53
14:37:40,446,70,29,26,4133,2655,46,17,778,3581,53
14:37:41,447,69,29,26,4132,2655,47,16,778,3570,53
14:37:42,445,73,31,25,4133,2656,45,15,778,3564,54
14:37:43,443,73,31,23,4133,2656,42,13,778,3584,54
14:37:44,448,70,29,20,4133,2655,38,11,778,3597,54
14:37:45,451,73,31,19,4133,2655,36,12,778,3573,53
14:37:46,445,71,30,20,4132,2654,39,14,778,3566,53
14:37:47,447,70,29,23,4132,2654,44,18,778,3566,53
14:37:48,451,73,31,26,4132,2654,48,21,778,3570,52
14:37:49,448,73,31,28,4132,2654,51,22,778,3594,53
14:37:50,449,71,30,28,4132,2654,49,22,778,3601,53
14:37:51,446,71,30,26,4132,2654,46,20,778,3597,53
14:37:52,451,70,29,25,4130,2654,44,19,778,3604,53
14:37:53,447,70,29,23,4130,2654,43,19,778,3608,53
14:37:54,446,71,30,23,4130,2656,43,19,778,3605,53
14:37:55,444,65,27,23,4129,2655,44,20,778,3598,53
14:37:56,440,74,31,23,4129,2655,44,21,778,3581,53
14:37:57,440,74,31,23,4128,2655,45,21,778,3577,53
14:37:58,453,74,31,23,4128,2655,46,22,778,3584,53
14:37:59,443,67,28,24,4129,2655,47,21,778,3584,53
14:38:00,442,72,30,24,4129,2656,47,21,778,3577,53
14:38:01,444,71,30,24,4129,2655,47,21,778,3581,53
14:38:02,446,67,28,25,4129,2654,46,21,778,3594,53
14:38:03,440,69,29,25,4129,2654,44,20,778,3612,53
14:38:04,452,68,29,25,4130,2655,43,20,778,3612,52
14:38:05,453,68,29,25,4130,2655,41,20,778,3609,52
14:38:06,448,69,29,25,4131,2656,39,20,778,3598,54
14:38:07,446,66,28,25,4131,2656,39,21,778,3588,53
14:38:08,450,72,30,25,4131,2656,41,22,778,3588,53
14:38:09,449,74,31,25,4131,2656,42,22,778,3584,53
14:38:10,453,71,30,26,4132,2656,44,21,778,3584,52
14:38:11,447,68,29,26,4132,2655,45,20,778,3594,53
14:38:12,445,67,28,26,4132,2655,44,20,778,3588,53
14:38:13,450,69,29,26,4131,2655,45,20,778,3588,53
14:38:14,451,68,29,26,4131,2654,46,20,778,3588,53
14:38:15,454,71,30,26,4130,2653,46,19,778,3594,52
14:38:16,448,71,30,25,4129,2654,43,18,778,3594,53
14:38:17,450,71,30,25,4129,2654,42,17,778,3570,53
14:38:18,452,69,29,25,4128,2654,41,16,778,3570,53
14:38:19,452,69,29,24,4127,2655,40,16,778,3577,53
14:38:20,444,66,28,24,4127,2654,41,16,778,3597,53
14:38:21,443,66,28,24,4128,2654,42,15,778,3604,53
14:38:22,450,71,30,24,4129,2655,42,15,778,3590,53
14:38:23,452,69,29,23,4129,2655,42,15,778,3584,53
14:38:24,445,70,29,23,4131,2656,42,14,778,3596,53
14:38:25,445,71,30,22,4132,2656,38,14,778,3613,54
14:38:26,440,66,28,20,4132,2655,34,14,778,3613,53
14:38:27,445,67,28,19,4134,2655,33,14,778,3598,53
14:38:28,445,71,30,18,4134,2654,32,14,778,3574,53
14:38:29,446,69,29,19,4134,2654,35,14,778,3585,53
14:38:30,447,64,27,20,4134,2654,38,14,778,3585,53
14:38:31,451,70,29,21,4133,2656,40,15,778,3581,53
14:38:32,450,69,29,22,4132,2655,41,15,778,3588,53
14:38:33,447,73,31,22,4131,2655,39,15,778,3592,53
14:38:34,442,67,28,21,4131,2655,36,15,778,3592,53
14:38:35,445,72,30,20,4132,2654,32,15,778,3605,53
14:38:36,443,71,30,20,4131,2654,30,15,778,3597,53
14:38:37,446,66,28,19,4132,2654,28,15,778,3590,53
14:38:38,446,71,30,19,4132,2654,27,15,778,3602,53
14:38:39,440,72,30,19,4132,2655,28,16,778,3589,54
14:38:40,440,67,28,19,4133,2655,29,16,778,3596,53
14:38:41,440,67,28,19,4133,2655,30,16,778,3588,53
14:38:42,445,64,27,19,4134,2655,31,17,778,3601,53
14:38:43,442,68,29,20,4134,2655,31,18,778,3601,53
14:38:44,435,63,26,20,4134,2655,30,18,778,3597,53
14:38:45,442,66,28,20,4134,2655,30,19,778,3580,53
14:38:46,441,65,27,20,4134,2655,30,18,778,3573,53
14:38:47,444,66,28,20,4134,2655,30,18,778,3566,54
14:38:48,440,65,27,20,4133,2655,31,18,778,3584,54
14:38:49,446,71,30,20,4134,2654,32,18,778,3584,54
14:38:50,443,67,28,20,4133,2654,33,19,778,3584,54
14:38:51,443,69,29,21,4133,2655,34,20,778,3581,53
14:38:52,442,66,28,21,4133,2655,35,20,778,3581,53
14:38:53,436,67,28,21,4133,2655,36,19,778,3588,54
14:38:54,439,74,31,22,4133,2655,37,19,778,3588,54
14:38:55,444,73,31,22,4133,2655,38,19,776,3566,55
14:38:56,443,67,28,22,4133,2655,37,19,778,3573,53
14:38:57,444,71,30,23,4132,2655,38,20,778,3560,54
14:38:58,442,64,27,23,4131,2655,37,20,778,3577,54
14:38:59,439,64,27,23,4129,2656,38,21,778,3577,54
14:39:00,436,63,26,23,4130,2656,40,21,778,3597,54
14:39:01,443,67,28,23,4130,2657,42,21,778,3604,54
14:39:02,443,67,28,24,4131,2657,42,21,778,3608,54
14:39:03,440,66,28,24,4131,2656,42,21,778,3601,54
14:39:04,443,62,26,24,4131,2655,41,21,778,3601,54
14:39:05,444,68,29,24,4131,2655,40,20,778,3580,54
14:39:06,439,68,29,24,4131,2654,40,21,778,3586,54
14:39:07,434,66,28,24,4132,2654,39,21,778,3586,54
14:39:08,445,68,29,24,4132,2654,37,20,778,3616,54
14:39:09,443,61,26,24,4134,2654,36,20,778,3616,53
14:39:10,444,68,29,24,4135,2653,34,19,778,3602,54
14:39:11,441,66,28,23,4137,2654,34,19,778,3577,54
14:39:12,446,68,29,23,4137,2655,33,18,778,3570,54
14:39:13,445,69,29,23,4137,2655,34,16,778,3570,54
14:39:14,443,65,27,23,4137,2654,35,15,778,3573,54
14:39:15,445,67,28,23,4137,2654,37,14,778,3580,54
14:39:16,446,64,27,23,4137,2654,37,15,778,3573,53
14:39:17,449,69,29,23,4137,2654,37,17,778,3570,53
14:39:18,450,65,27,23,4138,2655,38,20,778,3577,54
14:39:19,451,69,29,23,4139,2655,38,22,778,3584,54
14:39:20,454,67,28,23,4140,2655,39,22,778,3601,54
14:39:21,442,64,27,24,4139,2655,40,23,778,3605,53
14:39:22,442,67,28,24,4139,2654,39,23,778,3605,53
14:39:23,439,62,26,25,4136,2654,38,23,778,3594,54
14:39:24,439,62,26,25,4135,2654,38,22,778,3577,54
14:39:25,442,67,28,25,4134,2653,37,20,778,3560,54
14:39:26,446,62,26,25,4134,2653,38,18,778,3557,53
14:39:27,443,63,26,25,4135,2653,36,17,778,3553,54
14:39:28,436,66,28,24,4137,2652,35,17,778,3577,54
14:39:29,444,63,26,24,4139,2652,34,17,778,3586,53
14:39:30,445,65,27,24,4141,2652,33,18,778,3597,53
14:39:31,447,66,28,23,4142,2652,33,18,778,3584,54
14:39:32,450,66,28,23,4145,2652,32,18,778,3577,54
14:39:33,445,64,27,23,4146,2653,32,18,778,3577,54
14:39:34,451,67,28,22,4147,2653,31,18,778,3588,53
14:39:35,443,63,26,22,4147,2653,32,18,778,3588,53
14:39:36,449,71,30,22,4148,2653,31,18,778,3581,53
14:39:37,450,72,30,21,4147,2653,30,17,778,3592,54
14:39:38,449,69,29,21,4147,2653,29,17,778,3588,54
14:39:39,441,65,27,21,4147,2653,30,17,778,3601,53
14:39:40,448,65,27,21,4147,2653,30,17,778,3590,53
14:39:41,451,66,28,21,4145,2653,31,18,778,3577,54
14:39:42,450,69,29,21,4145,2653,32,18,778,3570,54
14:39:43,448,63,26,21,4145,2653,32,17,778,3570,54
14:39:44,448,67,28,21,4144,2652,33,17,778,3577,53
14:39:45,444,66,28,21,4145,2652,35,17,778,3577,55
14:39:46,444,66,28,21,4144,2652,35,17,778,3564,54
14:39:47,447,67,28,21,4144,2652,35,17,778,3564,53
14:39:48,448,62,26,21,4144,2652,34,18,778,3570,54
14:39:49,445,69,29,21,4143,2651,33,19,778,3570,54
14:39:50,445,70,29,22,4142,2651,32,20,778,3570,53
14:39:51,451,67,28,22,4142,2651,33,20,778,3557,53
14:39:52,444,69,29,22,4143,2652,32,21,778,3577,53
14:39:53,447,71,30,22,4146,2652,32,21,778,3584,54
14:39:54,447,68,29,23,4150,2652,32,22,778,3584,53
14:39:55,454,73,31,23,4154,2652,32,21,778,3584,53
14:39:56,453,68,29,22,4157,2651,32,20,778,3590,53
14:39:57,459,73,31,22,4157,2651,33,19,778,3590,53
14:39:58,459,68,29,22,4160,2652,33,17,778,3594,54
14:39:59,449,67,28,22,4161,2652,31,17,778,3581,53
14:40:00,456,70,29,22,4161,2652,31,17,778,3568,53
14:40:01,461,68,29,22,4161,2653,31,18,778,3577,53
14:40:02,461,70,29,22,4160,2652,31,18,778,3590,54
14:40:03,450,68,29,22,4159,2652,31,18,778,3590,54
14:40:04,458,68,29,22,4156,2652,31,17,778,3590,54
14:40:05,445,70,29,22,4156,2652,31,18,778,3573,54
14:40:06,451,66,28,21,4155,2653,30,17,778,3590,54
14:40:07,451,66,28,21,4153,2652,30,17,778,3594,54
14:40:08,453,66,28,21,4153,2652,30,16,778,3609,54
14:40:09,448,63,26,20,4150,2651,28,15,778,3592,53
14:40:10,453,70,29,20,4149,2651,29,15,778,3581,53
14:40:11,446,71,30,20,4150,2651,29,15,778,3564,54
14:40:12,445,70,29,20,4148,2651,29,16,778,3570,54
14:40:13,447,70,29,20,4148,2652,29,16,778,3577,54
14:40:14,452,74,31,20,4147,2653,29,17,778,3590,53
14:40:15,448,74,31,20,4147,2653,29,16,778,3594,54
14:40:16,445,67,28,20,4148,2652,30,16,778,3577,54
14:40:17,451,70,29,20,4148,2652,31,15,778,3570,53
14:40:18,448,70,29,20,4148,2652,32,14,778,3570,53
14:40:19,453,68,29,20,4149,2652,33,13,778,3553,53
14:40:20,448,70,29,20,4149,2652,34,12,778,3557,54
14:40:21,451,69,29,20,4150,2652,36,12,778,3570,54
14:40:22,451,74,31,20,4153,2652,39,13,778,3577,54
14:40:23,455,71,30,20,4156,2652,41,13,778,3590,53
14:40:24,453,69,29,20,4158,2652,43,14,778,3584,53
14:40:25,459,73,31,20,4161,2651,43,15,778,3590,54
14:40:26,456,75,32,21,4164,2651,43,16,778,3594,53
14:40:27,457,74,31,21,4166,2651,41,15,778,3605,53
14:40:28,464,72,30,20,4168,2650,39,14,778,3616,54
14:40:29,464,72,30,20,4169,2650,36,13,778,3598,54
14:40:30,457,76,32,20,4169,2650,33,12,778,3585,54
14:40:31,463,76,32,19,4168,2650,32,12,778,3568,54
14:40:32,461,77,33,19,4167,2651,30,13,778,3574,54
14:40:33,456,71,30,19,4166,2651,30,12,778,3570,53
14:40:34,460,73,31,19,4164,2651,30,12,778,3577,54
14:40:35,461,72,30,19,4163,2651,32,13,778,3577,54
14:40:36,457,71,30,19,4163,2651,33,13,778,3573,53
14:40:37,464,75,32,19,4162,2651,34,14,778,3577,54
14:40:38,467,75,32,19,4162,2652,35,15,778,3577,54
14:40:39,458,77,33,19,4162,2652,34,15,778,3598,54
14:40:40,460,74,31,19,4162,2652,33,15,778,3598,53
14:40:41,462,75,32,19,4162,2652,31,16,778,3588,54
14:40:42,461,73,31,19,4163,2651,29,17,778,3581,53
14:40:43,457,73,31,19,4164,2651,28,17,778,3570,54
14:40:44,467,79,33,19,4165,2651,25,16,778,3570,54
14:40:45,465,75,32,19,4166,2651,23,16,778,3588,53
14:40:46,469,73,31,19,4167,2651,23,15,778,3598,53
14:40:47,455,73,31,19,4168,2651,24,15,778,3594,53
14:40:48,465,78,33,19,4168,2651,25,15,778,3584,53
14:40:49,456,72,30,19,4169,2651,26,14,778,3580,54
14:40:50,458,78,33,19,4169,2651,27,13,778,3597,54
14:40:51,458,78,33,19,4168,2650,27,13,778,3604,54
14:40:52,461,75,32,19,4168,2650,28,14,778,3584,54
14:40:53,459,78,33,19,4167,2650,30,15,778,3577,54
14:40:54,464,72,30,19,4166,2650,30,16,778,3577,54
14:40:55,464,74,31,19,4166,2650,30,16,778,3609,54
14:40:56,466,75,32,19,4165,2650,30,16,778,3616,54
14:40:57,461,76,32,19,4165,2650,29,15,778,3602,53
14:40:58,457,70,29,19,4165,2651,30,15,778,3584,54
14:40:59,458,72,30,19,4166,2651,33,14,778,3581,54
14:41:00,460,79,33,19,4166,2651,35,13,778,3581,54
14:41:01,460,77,33,19,4165,2651,36,12,778,3592,53
14:41:02,465,72,30,19,4165,2651,36,11,778,3592,53
14:41:03,458,73,31,18,4166,2651,35,10,778,3581,54
14:41:04,459,74,31,18,4166,2651,34,11,778,3606,54
14:41:05,464,81,34,18,4166,2651,34,12,778,3606,54
14:41:06,466,75,32,18,4166,2651,32,13,778,3606,54
14:41:07,463,78,33,18,4166,2652,32,14,778,3592,54
14:41:08,464,78,33,18,4166,2652,30,15,778,3574,53
14:41:09,460,77,33,18,4165,2652,29,15,778,3574,53
14:41:10,463,79,33,18,4165,2652,29,16,778,3553,54
14:41:11,460,75,32,18,4163,2652,29,16,778,3578,54
14:41:12,468,77,33,18,4162,2652,29,16,778,3585,53
14:41:13,468,77,33,18,4163,2652,29,16,778,3596,54
14:41:14,473,79,33,18,4163,2651,29,16,778,3577,54
14:41:15,470,77,33,18,4163,2652,29,17,778,3570,53
14:41:16,465,77,33,18,4164,2651,30,17,778,3581,54
14:41:17,475,80,34,18,4164,2651,30,17,778,3581,53
14:41:18,469,76,32,19,4164,2651,30,18,778,3581,53
14:41:19,471,83,35,19,4163,2651,30,18,778,3570,53
14:41:20,476,80,34,19,4161,2650,30,18,778,3570,54
14:41:21,474,83,35,19,4160,2650,30,18,778,3584,54
14:41:22,470,76,32,19,4160,2650,32,18,778,3590,54
